,completed
131568,0.0
879,0.0
72662,1.0
136014,0.0
126339,0.0
121005,1.0
109806,0.0
66920,0.0
103035,1.0
101875,0.0
52627,0.0
28592,0.0
70488,1.0
28579,0.0
112299,0.0
53165,0.0
93811,1.0
62764,1.0
71482,1.0
144925,1.0
79854,0.0
28049,0.0
58190,0.0
21219,1.0
43536,0.0
140834,0.0
42671,0.0
46865,0.0
21315,0.0
82823,0.0
26029,0.0
33019,0.0
77790,0.0
81358,0.0
14331,0.0
86384,0.0
147691,1.0
35370,0.0
58573,0.0
51433,0.0
87938,0.0
81532,1.0
47188,1.0
104200,0.0
141889,0.0
21299,0.0
48785,0.0
129902,0.0
139577,1.0
121909,0.0
110797,0.0
126149,0.0
143556,0.0
22248,0.0
17310,0.0
47803,0.0
15087,0.0
53144,0.0
74476,1.0
45564,0.0
144391,0.0
10186,0.0
7274,0.0
90369,0.0
114834,0.0
45742,0.0
137900,0.0
111097,0.0
142475,0.0
56373,1.0
19987,1.0
34865,0.0
69175,1.0
22654,0.0
57735,0.0
113137,0.0
29732,1.0
64871,0.0
40259,0.0
25579,0.0
88960,0.0
98056,0.0
62500,0.0
136815,0.0
4755,0.0
137343,1.0
36599,0.0
142531,1.0
46606,0.0
145196,0.0
31478,0.0
40000,1.0
80018,0.0
138815,0.0
48190,1.0
105703,0.0
22580,0.0
75546,0.0
78982,0.0
13650,0.0
119183,0.0
35097,0.0
83545,0.0
93347,0.0
80238,0.0
123817,0.0
73897,0.0
123368,0.0
66379,0.0
74876,0.0
8149,1.0
52692,0.0
79200,1.0
133876,0.0
86219,0.0
53353,0.0
139248,0.0
62215,1.0
16169,1.0
47219,0.0
27854,0.0
40590,0.0
127565,0.0
117099,0.0
119303,0.0
23572,1.0
28621,1.0
106312,0.0
51680,0.0
136898,0.0
122629,1.0
95057,0.0
86246,0.0
121946,1.0
33306,1.0
134166,1.0
111755,0.0
139004,0.0
146242,0.0
74048,1.0
68148,1.0
83580,1.0
77023,0.0
83606,0.0
24669,0.0
49546,0.0
99975,0.0
116111,0.0
74792,0.0
29583,0.0
65965,0.0
56453,0.0
95355,0.0
15185,0.0
129019,0.0
103351,0.0
79993,0.0
32042,0.0
47603,1.0
121812,1.0
119789,0.0
102736,0.0
3145,0.0
36330,0.0
9068,0.0
58428,0.0
95426,0.0
45750,0.0
144344,1.0
25894,0.0
92122,0.0
1253,1.0
81366,0.0
145605,0.0
33217,0.0
113434,0.0
87046,0.0
56356,0.0
122238,0.0
99643,0.0
4952,0.0
26602,0.0
44787,0.0
1024,0.0
146466,0.0
136949,0.0
30647,0.0
95046,0.0
87801,0.0
132333,1.0
45738,0.0
3159,0.0
1045,1.0
8875,1.0
8620,0.0
118239,0.0
45085,1.0
74943,1.0
4132,0.0
108565,1.0
108906,0.0
35382,0.0
9477,0.0
42884,0.0
61322,0.0
68493,1.0
68818,1.0
65742,0.0
127244,0.0
80948,0.0
106964,0.0
116317,1.0
24200,0.0
85965,0.0
71334,0.0
55772,0.0
106822,0.0
3340,0.0
36395,1.0
72991,0.0
121407,1.0
22078,1.0
19580,0.0
113064,1.0
125624,1.0
139086,0.0
63770,0.0
119447,0.0
42619,1.0
134461,0.0
116362,0.0
62499,0.0
35484,0.0
47344,0.0
57160,0.0
9618,0.0
1071,1.0
59036,0.0
95560,1.0
73829,1.0
145976,0.0
37556,0.0
144098,0.0
141554,1.0
130060,0.0
6440,0.0
9065,0.0
85728,1.0
20795,0.0
46010,1.0
70559,1.0
41651,0.0
101689,1.0
27027,0.0
116912,0.0
34505,0.0
69615,0.0
59471,0.0
28333,0.0
119032,0.0
98715,0.0
32083,1.0
119164,0.0
55383,0.0
41007,0.0
85290,0.0
91640,0.0
46923,1.0
139757,0.0
109368,1.0
109048,0.0
914,1.0
138240,0.0
84777,1.0
1854,1.0
135716,1.0
100131,0.0
67819,1.0
4346,1.0
131646,0.0
73149,0.0
52675,0.0
42655,0.0
5491,1.0
108854,0.0
118353,0.0
15132,0.0
55106,0.0
73353,1.0
75996,0.0
6735,1.0
630,0.0
77168,1.0
56897,0.0
11773,0.0
136978,0.0
85279,0.0
29401,0.0
85944,0.0
71361,0.0
91127,0.0
15610,0.0
36490,0.0
99123,0.0
142304,0.0
131832,0.0
87291,1.0
15421,0.0
127739,0.0
93224,0.0
91526,0.0
36828,0.0
119827,1.0
71746,0.0
124739,0.0
6126,0.0
27049,0.0
58492,0.0
148192,1.0
41947,0.0
89791,0.0
38178,0.0
90928,0.0
72758,0.0
64874,0.0
134171,0.0
19362,1.0
4418,0.0
111572,0.0
90998,0.0
148654,0.0
48998,0.0
27774,0.0
6927,0.0
80271,0.0
69059,1.0
62501,0.0
62159,0.0
72226,0.0
5874,0.0
86802,0.0
94443,0.0
123324,0.0
118479,0.0
27769,0.0
40833,0.0
30958,0.0
68463,1.0
68207,0.0
141457,0.0
21691,1.0
98663,0.0
99595,0.0
114576,0.0
93989,1.0
120982,0.0
15353,0.0
46404,0.0
43453,0.0
116631,1.0
49994,0.0
46299,0.0
138793,0.0
110643,0.0
74414,0.0
116515,0.0
108974,0.0
84574,0.0
93382,0.0
75399,0.0
130610,0.0
13199,0.0
135535,0.0
137416,0.0
93014,0.0
85430,1.0
45104,0.0
23960,0.0
7178,0.0
134273,0.0
139791,1.0
125458,0.0
3864,1.0
24959,0.0
39059,1.0
11881,1.0
137094,0.0
127750,0.0
52242,0.0
62863,1.0
110045,0.0
114873,0.0
16160,0.0
84820,0.0
101141,0.0
144225,0.0
39596,0.0
128018,0.0
30713,1.0
20379,1.0
16817,0.0
61666,0.0
24665,0.0
24364,0.0
4123,0.0
69253,0.0
28972,0.0
76762,0.0
83864,0.0
1059,0.0
10692,0.0
54158,0.0
121527,0.0
7434,0.0
102684,0.0
54886,0.0
110680,0.0
38025,0.0
44339,0.0
142878,0.0
10701,1.0
102559,0.0
84842,0.0
41359,0.0
115743,0.0
66510,1.0
1301,0.0
81673,0.0
21689,0.0
74832,0.0
85136,0.0
7042,0.0
81058,1.0
27162,1.0
116752,0.0
103992,0.0
53573,1.0
36861,0.0
13921,0.0
36781,0.0
67110,0.0
84477,0.0
961,0.0
46471,0.0
113037,1.0
25928,0.0
122898,0.0
86883,0.0
3117,0.0
87425,0.0
12330,0.0
146439,1.0
10827,0.0
1497,0.0
18752,0.0
115914,0.0
18552,0.0
136075,0.0
111542,0.0
66860,0.0
138796,0.0
121065,0.0
9753,0.0
147670,1.0
108782,0.0
72731,0.0
78438,0.0
20926,0.0
9924,1.0
61889,0.0
34610,0.0
63382,0.0
128743,0.0
128210,0.0
114680,1.0
98837,0.0
127974,0.0
96663,1.0
43316,1.0
116722,1.0
127252,0.0
1680,1.0
148026,0.0
55750,1.0
96600,0.0
123278,1.0
77349,1.0
110559,1.0
27767,0.0
29163,0.0
103538,0.0
43577,0.0
65145,0.0
135279,0.0
115331,1.0
120917,0.0
5443,0.0
53338,0.0
25753,0.0
140953,1.0
41464,1.0
43424,1.0
72883,0.0
115523,1.0
47672,0.0
55873,0.0
21710,0.0
74122,0.0
78890,0.0
66230,0.0
64819,0.0
146429,0.0
75444,1.0
98827,0.0
22720,0.0
106219,0.0
76496,1.0
127858,0.0
9505,0.0
144460,0.0
29221,0.0
124585,0.0
29546,0.0
104803,0.0
138899,1.0
125341,0.0
52141,0.0
110904,0.0
84646,1.0
10340,0.0
117507,0.0
124804,0.0
35446,1.0
26807,0.0
142817,0.0
67862,0.0
16618,0.0
74166,0.0
115862,0.0
4637,1.0
124967,0.0
101001,0.0
59664,0.0
75824,0.0
16158,0.0
129997,0.0
5242,0.0
126528,0.0
48622,0.0
100710,0.0
67792,1.0
36529,0.0
36030,0.0
319,0.0
103486,0.0
89767,1.0
76160,1.0
41011,0.0
72976,0.0
91653,1.0
105246,1.0
90989,0.0
46085,0.0
26535,1.0
6816,0.0
108829,1.0
138039,0.0
100087,1.0
139858,1.0
61928,0.0
138037,0.0
22661,1.0
362,1.0
76832,0.0
40867,0.0
13706,0.0
107613,0.0
32612,0.0
121318,0.0
99091,0.0
93353,0.0
99062,0.0
137635,0.0
120757,0.0
94673,0.0
9411,0.0
24843,1.0
138107,0.0
148021,0.0
45345,0.0
57950,0.0
13570,0.0
53049,1.0
145386,0.0
50456,0.0
6511,0.0
92655,0.0
8666,0.0
94002,1.0
138736,0.0
70624,0.0
114734,0.0
126727,0.0
94062,0.0
7562,0.0
57193,0.0
105357,0.0
123217,0.0
54755,0.0
90930,1.0
7510,0.0
105944,0.0
97954,0.0
148300,0.0
128120,0.0
56956,0.0
97892,0.0
52055,1.0
64137,1.0
64145,1.0
114924,0.0
56287,0.0
115100,0.0
130452,1.0
56174,0.0
129929,0.0
43645,1.0
122906,0.0
140268,0.0
135025,1.0
104411,0.0
56300,0.0
54309,0.0
35110,1.0
52099,1.0
74390,0.0
130954,0.0
131661,1.0
72890,0.0
32013,0.0
103584,1.0
38389,1.0
2952,0.0
128284,0.0
88718,0.0
38069,1.0
122572,0.0
118849,0.0
144893,0.0
146877,0.0
138167,1.0
74072,0.0
26600,1.0
15296,0.0
49056,0.0
134820,0.0
86702,0.0
109609,0.0
10988,1.0
67677,1.0
58367,0.0
75858,0.0
115699,0.0
9423,0.0
15222,0.0
66892,0.0
116779,0.0
91116,0.0
94961,0.0
107094,0.0
109115,0.0
59762,1.0
133879,0.0
281,0.0
116673,0.0
15719,0.0
100327,0.0
31745,0.0
19524,0.0
138383,1.0
86433,0.0
97619,0.0
40821,0.0
104746,1.0
130057,1.0
74446,0.0
73555,0.0
39287,1.0
67151,1.0
132450,1.0
17089,0.0
34261,1.0
59710,0.0
63823,0.0
81602,0.0
59094,0.0
60137,0.0
55344,0.0
1327,0.0
23352,1.0
64881,0.0
97435,0.0
43790,0.0
139451,0.0
102093,1.0
135600,0.0
115256,0.0
2122,0.0
41746,0.0
137684,0.0
21341,0.0
34976,1.0
8799,0.0
56772,0.0
74971,0.0
139446,0.0
15196,0.0
106866,0.0
137734,0.0
43397,0.0
55397,0.0
29042,1.0
98962,0.0
41675,0.0
140880,1.0
72614,1.0
139372,1.0
143628,0.0
35231,0.0
100011,0.0
53304,0.0
54193,1.0
105221,1.0
142019,1.0
40693,0.0
57857,0.0
71185,0.0
112093,0.0
137463,1.0
126237,0.0
146286,1.0
106235,0.0
27333,1.0
111445,0.0
69232,0.0
58040,0.0
53464,1.0
45408,0.0
81898,0.0
54946,0.0
145123,0.0
62636,0.0
43902,0.0
121777,0.0
12221,1.0
124668,0.0
50318,0.0
67330,1.0
11618,0.0
142133,0.0
51931,0.0
82468,0.0
86418,0.0
75874,1.0
812,0.0
100119,0.0
119608,0.0
38430,0.0
169,0.0
94076,0.0
85884,1.0
36713,0.0
58678,0.0
58012,0.0
22148,0.0
133433,0.0
117209,0.0
118470,1.0
99234,0.0
17542,1.0
15482,0.0
28799,0.0
70064,0.0
96127,0.0
146036,1.0
66295,0.0
103193,0.0
43623,0.0
8926,0.0
141775,0.0
14886,0.0
81643,0.0
6722,0.0
26575,0.0
79064,0.0
96842,1.0
118224,1.0
71706,1.0
77090,0.0
836,0.0
20630,0.0
8631,0.0
43809,0.0
220,0.0
140550,0.0
134797,0.0
60875,0.0
114622,0.0
130841,0.0
145062,0.0
111102,0.0
90982,0.0
55438,0.0
94871,0.0
82247,0.0
138391,0.0
24325,0.0
48150,1.0
46285,0.0
129735,0.0
138644,1.0
97566,0.0
125207,0.0
43602,1.0
78175,0.0
126582,0.0
8705,0.0
51266,0.0
117188,0.0
124560,0.0
115184,0.0
5349,1.0
114106,0.0
117239,0.0
103512,0.0
36263,0.0
120250,0.0
129052,1.0
91928,0.0
77648,1.0
39070,0.0
109576,0.0
22883,0.0
31389,0.0
15632,0.0
104543,0.0
64950,0.0
82712,0.0
33695,0.0
139475,0.0
4901,1.0
70240,0.0
105623,1.0
14407,1.0
136499,0.0
85353,0.0
43546,0.0
126198,1.0
84856,0.0
142410,0.0
51661,1.0
14878,1.0
141456,0.0
132297,1.0
137564,1.0
1249,0.0
93580,0.0
116905,0.0
129353,0.0
71193,1.0
107043,0.0
90688,0.0
38632,0.0
143796,0.0
102594,0.0
15547,1.0
86486,0.0
135251,0.0
131230,0.0
62425,0.0
33816,0.0
19452,0.0
79373,0.0
42293,1.0
133101,0.0
100035,0.0
22271,0.0
56473,1.0
147531,1.0
8159,0.0
12610,0.0
12909,1.0
103468,1.0
124012,1.0
91041,0.0
62638,0.0
66182,0.0
19377,1.0
92943,1.0
137121,0.0
75404,1.0
25174,0.0
92935,0.0
23227,0.0
104449,0.0
24382,1.0
137808,0.0
137806,0.0
82716,0.0
14208,0.0
20347,0.0
107357,0.0
27036,0.0
46250,0.0
82120,0.0
148150,0.0
123665,0.0
122081,1.0
125360,0.0
145065,1.0
116684,0.0
49307,1.0
65421,0.0
146728,0.0
73459,0.0
130183,0.0
71038,0.0
130492,1.0
69981,0.0
79168,0.0
142835,0.0
133233,1.0
146349,0.0
19329,1.0
52818,0.0
85107,0.0
140016,0.0
98938,1.0
118460,0.0
28074,1.0
137858,0.0
127965,0.0
61792,0.0
120424,0.0
69255,0.0
1668,0.0
43413,1.0
75623,1.0
520,1.0
70823,0.0
48597,0.0
131862,0.0
69943,1.0
132961,0.0
107666,0.0
133743,0.0
21101,0.0
37917,0.0
126546,0.0
143689,0.0
40464,0.0
119606,0.0
147854,1.0
94011,1.0
1639,0.0
103595,0.0
10807,0.0
64534,0.0
62297,0.0
115505,0.0
92196,0.0
140849,0.0
32346,0.0
103044,0.0
137799,0.0
11297,1.0
539,0.0
128469,0.0
88803,0.0
81140,0.0
125751,1.0
9984,0.0
101788,0.0
104666,0.0
127123,0.0
132132,0.0
13648,0.0
37275,0.0
34099,1.0
38172,0.0
136902,0.0
92085,0.0
125108,1.0
72519,0.0
71080,0.0
88015,0.0
54622,0.0
10665,1.0
7954,0.0
142748,0.0
83401,0.0
37955,1.0
23907,0.0
132196,0.0
81360,0.0
114587,0.0
75568,0.0
105924,0.0
94282,0.0
66530,0.0
25950,1.0
141389,1.0
124939,0.0
9113,1.0
143705,0.0
27382,0.0
2903,0.0
122853,1.0
130361,1.0
26080,1.0
53999,0.0
48305,0.0
48315,0.0
127490,0.0
123935,0.0
69602,0.0
21853,0.0
87631,0.0
59784,0.0
147252,0.0
96827,1.0
61639,0.0
108812,0.0
42704,0.0
3296,0.0
78375,0.0
3965,0.0
144843,0.0
131789,1.0
109878,0.0
146418,0.0
103313,0.0
86827,0.0
40969,0.0
83449,1.0
75981,1.0
92281,0.0
2183,1.0
1991,0.0
63232,0.0
71965,0.0
99237,0.0
35328,0.0
29367,0.0
141302,0.0
97212,0.0
127350,0.0
5076,0.0
39981,0.0
61209,1.0
133940,0.0
86864,1.0
40725,0.0
36633,0.0
45444,0.0
76280,0.0
68660,0.0
108402,0.0
38532,0.0
15456,0.0
81829,1.0
139458,0.0
89912,0.0
7485,1.0
37964,1.0
31538,0.0
84570,0.0
32868,0.0
75896,1.0
1569,0.0
56411,1.0
38592,0.0
60982,0.0
43960,0.0
88123,0.0
68899,0.0
27545,0.0
65442,0.0
48484,0.0
88655,0.0
4974,0.0
9772,0.0
92985,0.0
91488,0.0
116414,1.0
72889,0.0
39870,1.0
93603,1.0
37094,0.0
120209,0.0
19258,1.0
92752,1.0
20244,0.0
129367,0.0
73031,0.0
135009,0.0
61208,0.0
139094,0.0
128358,0.0
147049,0.0
119238,0.0
106868,1.0
107274,0.0
139015,0.0
97793,0.0
135799,1.0
135058,0.0
145789,0.0
105526,0.0
139107,0.0
37510,1.0
85976,0.0
36922,1.0
68765,0.0
137742,0.0
44535,0.0
117459,0.0
55165,0.0
55709,0.0
67815,0.0
65968,0.0
141661,0.0
51526,0.0
27339,0.0
70289,0.0
148658,0.0
8784,1.0
23656,1.0
40716,0.0
44896,1.0
71850,1.0
77009,0.0
27318,1.0
48942,0.0
104062,0.0
142806,0.0
79486,0.0
39283,0.0
63309,0.0
3907,0.0
29724,0.0
31722,1.0
56434,0.0
21171,0.0
35540,0.0
129572,1.0
80279,1.0
31938,0.0
36610,0.0
107500,0.0
32694,1.0
23416,0.0
79983,0.0
147333,0.0
25384,0.0
37639,1.0
59725,0.0
111682,0.0
135891,1.0
138363,0.0
118308,1.0
26688,0.0
10770,0.0
143485,0.0
64250,1.0
94228,0.0
56711,0.0
126008,1.0
48555,0.0
45776,1.0
75253,0.0
45819,1.0
58974,0.0
87807,1.0
128056,1.0
47140,0.0
128105,0.0
1274,0.0
33848,1.0
74467,0.0
34831,0.0
128490,0.0
85236,0.0
132470,1.0
16374,0.0
34530,0.0
109374,0.0
36456,0.0
138891,1.0
22344,1.0
28175,0.0
41873,0.0
75037,0.0
13538,1.0
105535,0.0
114094,0.0
76212,1.0
57064,0.0
2876,1.0
47261,0.0
113761,0.0
99413,0.0
22651,0.0
121231,1.0
16981,0.0
3052,0.0
16292,0.0
68891,0.0
40666,0.0
71562,0.0
69398,0.0
39836,0.0
12063,0.0
112539,0.0
114826,0.0
113495,0.0
98166,0.0
78063,1.0
115637,0.0
111822,1.0
22954,0.0
33948,1.0
140215,1.0
108979,0.0
46306,1.0
15992,0.0
133723,0.0
66936,0.0
112012,0.0
106485,0.0
79921,0.0
5647,0.0
41715,0.0
20128,1.0
66567,0.0
79930,0.0
45325,0.0
79219,1.0
115061,0.0
75065,0.0
46204,0.0
3305,1.0
116070,0.0
4790,0.0
72945,0.0
72175,0.0
19554,0.0
113027,0.0
65432,1.0
81487,0.0
112463,0.0
127306,1.0
112388,1.0
63616,0.0
81332,0.0
58754,0.0
51206,0.0
131846,0.0
24547,0.0
145966,1.0
63613,1.0
146340,0.0
135207,1.0
133024,0.0
37109,0.0
104548,0.0
66486,1.0
92606,0.0
1214,0.0
56249,0.0
44957,0.0
126729,0.0
38214,0.0
108319,1.0
123205,0.0
92531,0.0
91183,0.0
16887,0.0
29374,0.0
64200,1.0
15932,1.0
62399,0.0
144382,1.0
95215,0.0
1910,0.0
23315,1.0
95607,0.0
30222,0.0
57403,0.0
2264,0.0
125330,0.0
83662,1.0
56183,0.0
91688,1.0
38910,1.0
72499,0.0
95687,0.0
94214,0.0
80265,0.0
107658,1.0
4623,0.0
66147,1.0
58290,0.0
116841,0.0
75348,0.0
35791,0.0
39537,0.0
26295,0.0
144874,0.0
2165,0.0
35435,1.0
85882,1.0
5139,0.0
117065,1.0
27492,1.0
142284,0.0
84964,0.0
101543,0.0
124049,1.0
23850,0.0
62037,0.0
49094,0.0
38876,0.0
40966,1.0
24488,0.0
29193,0.0
29975,0.0
114007,0.0
118158,0.0
13429,1.0
20548,0.0
112477,1.0
98428,0.0
134003,0.0
55696,0.0
63824,1.0
110915,0.0
32957,0.0
128145,0.0
15835,0.0
82519,0.0
25891,0.0
12807,0.0
53776,0.0
51296,0.0
136761,0.0
116755,1.0
127557,0.0
67825,1.0
4083,1.0
61794,0.0
93566,0.0
38360,0.0
106934,0.0
28508,0.0
87922,0.0
131034,0.0
70481,0.0
148562,1.0
130436,0.0
47136,0.0
132947,0.0
141899,0.0
112362,0.0
92262,1.0
120738,0.0
85480,0.0
53611,0.0
75984,0.0
103487,0.0
33171,0.0
118627,0.0
110021,0.0
117807,1.0
84454,0.0
114337,1.0
114289,0.0
118046,0.0
46449,1.0
109832,1.0
134070,0.0
147859,0.0
3719,0.0
99704,0.0
38271,0.0
13424,0.0
3515,1.0
92220,1.0
92733,1.0
20458,1.0
134851,1.0
88450,0.0
55216,0.0
14508,1.0
92722,0.0
117008,0.0
27573,0.0
20113,1.0
103369,1.0
144035,0.0
119449,0.0
58523,0.0
132764,1.0
96184,0.0
66606,0.0
116096,0.0
133658,0.0
87524,0.0
26561,0.0
121857,0.0
117350,0.0
23869,0.0
105514,0.0
79342,0.0
76117,0.0
66640,0.0
28815,0.0
115799,0.0
47470,0.0
120571,0.0
54243,0.0
120211,1.0
44276,0.0
69238,1.0
95179,0.0
24341,0.0
145686,0.0
133528,1.0
36517,0.0
129139,0.0
74566,0.0
54229,0.0
103867,1.0
102896,0.0
71251,1.0
31314,0.0
9539,0.0
20436,0.0
46911,0.0
58440,0.0
93707,0.0
112233,0.0
3745,1.0
68441,0.0
103899,0.0
57432,1.0
94599,1.0
85160,1.0
54595,0.0
103282,0.0
55192,0.0
131383,0.0
1502,0.0
138659,0.0
50003,0.0
49357,0.0
102333,0.0
110213,0.0
99468,0.0
62432,0.0
136135,1.0
143277,0.0
6532,0.0
40950,0.0
122772,0.0
105012,0.0
29838,0.0
92435,0.0
73299,0.0
102880,0.0
16026,0.0
38985,0.0
13643,0.0
43872,0.0
37432,0.0
101357,1.0
64465,0.0
32890,0.0
84498,0.0
112606,1.0
73169,0.0
142232,1.0
140031,0.0
129366,0.0
108967,0.0
21822,0.0
586,0.0
118345,1.0
32480,1.0
82984,0.0
78182,0.0
15283,1.0
38557,0.0
142247,0.0
86850,1.0
23599,0.0
35004,1.0
128644,1.0
80045,0.0
48607,0.0
101852,1.0
37289,0.0
81944,0.0
3970,1.0
139872,1.0
112936,0.0
130614,0.0
52804,1.0
59148,0.0
78665,0.0
38322,0.0
67094,1.0
138984,0.0
22763,0.0
65557,1.0
128577,0.0
22786,1.0
16791,0.0
80758,1.0
28101,0.0
133457,0.0
18548,0.0
123952,1.0
56704,1.0
98925,1.0
68353,0.0
132742,1.0
121074,0.0
64963,0.0
34916,1.0
84662,0.0
96506,0.0
86713,0.0
35622,0.0
106587,1.0
72173,0.0
119057,0.0
63796,0.0
68778,0.0
113474,0.0
53595,0.0
54084,0.0
28682,1.0
60650,0.0
19792,0.0
50223,1.0
36325,0.0
83549,1.0
67839,0.0
52111,0.0
148085,1.0
68648,0.0
110109,0.0
139807,0.0
31514,0.0
139553,0.0
40181,0.0
68095,1.0
1321,1.0
99497,0.0
84357,0.0
49982,0.0
130071,0.0
69125,0.0
40626,0.0
66914,1.0
111645,0.0
72253,0.0
65725,0.0
125097,0.0
66220,0.0
54225,1.0
90811,0.0
88777,0.0
67637,0.0
5262,0.0
85449,0.0
55512,1.0
121380,0.0
126087,1.0
44825,0.0
140711,0.0
44528,0.0
87259,0.0
45071,0.0
52064,0.0
3453,0.0
90751,0.0
8275,0.0
75801,0.0
6124,0.0
42323,1.0
120735,0.0
132614,0.0
85666,0.0
26263,0.0
25022,0.0
15984,0.0
72852,0.0
90024,0.0
112318,0.0
138556,0.0
6030,0.0
63258,0.0
48401,0.0
1930,0.0
4282,0.0
37566,0.0
16626,0.0
139136,0.0
83620,0.0
20756,0.0
135853,0.0
66955,0.0
16180,0.0
123370,0.0
109153,0.0
84305,0.0
74592,0.0
67148,1.0
52758,1.0
137167,0.0
73682,0.0
24490,0.0
73543,0.0
18605,0.0
75535,0.0
110581,0.0
66654,0.0
33345,0.0
65541,0.0
115535,0.0
92519,0.0
120865,0.0
121494,1.0
68945,1.0
146740,0.0
20750,0.0
30544,1.0
39492,0.0
70967,0.0
120835,0.0
88115,1.0
69346,0.0
90396,1.0
343,1.0
74259,1.0
49482,0.0
146977,1.0
67209,0.0
11219,1.0
123586,0.0
26156,0.0
41004,1.0
1493,0.0
24008,0.0
82492,0.0
47944,0.0
137349,1.0
33659,1.0
54005,0.0
90268,1.0
85193,0.0
23835,0.0
34841,0.0
114368,0.0
37728,0.0
48769,0.0
15025,1.0
27415,0.0
32169,0.0
139474,0.0
107311,0.0
50001,0.0
1020,0.0
45371,0.0
79257,0.0
146065,0.0
140021,0.0
11212,0.0
2269,0.0
73119,0.0
144333,1.0
29590,0.0
72096,0.0
68544,1.0
59897,0.0
131354,1.0
49286,0.0
132877,0.0
71490,0.0
76670,0.0
104687,0.0
115561,0.0
116604,0.0
113860,1.0
5795,0.0
126011,0.0
23436,0.0
57343,0.0
15938,0.0
93313,0.0
85305,0.0
136923,0.0
87117,0.0
83386,1.0
24918,0.0
50583,1.0
72384,0.0
103693,0.0
14486,0.0
101103,1.0
131625,0.0
54928,1.0
110069,0.0
38749,0.0
74718,1.0
23641,1.0
5671,0.0
114,0.0
121213,0.0
28591,0.0
137909,0.0
13946,0.0
61620,0.0
85345,0.0
81569,0.0
17220,0.0
66393,0.0
90345,0.0
58009,1.0
94370,0.0
82043,1.0
111043,0.0
103372,0.0
144191,0.0
20987,0.0
113165,0.0
142174,0.0
104418,0.0
14184,0.0
131808,0.0
118442,0.0
68846,1.0
355,0.0
104082,0.0
65350,1.0
18234,1.0
96115,0.0
53576,0.0
31196,0.0
23055,0.0
124053,0.0
137183,0.0
107422,1.0
111308,0.0
61166,0.0
25072,0.0
90158,1.0
64021,1.0
14325,0.0
18784,0.0
76407,1.0
73908,0.0
63587,1.0
69881,0.0
38451,1.0
65254,1.0
15008,0.0
120374,1.0
22530,0.0
51319,0.0
144814,1.0
71296,0.0
108410,0.0
120055,0.0
89199,0.0
56102,1.0
82528,0.0
148417,0.0
62545,1.0
135309,0.0
100770,1.0
80487,0.0
91152,0.0
124555,0.0
67557,0.0
87592,1.0
10668,0.0
86529,0.0
135350,0.0
25677,0.0
59253,0.0
111000,0.0
124324,1.0
87799,0.0
71971,0.0
4714,1.0
40581,0.0
83846,1.0
72611,0.0
59747,0.0
135104,0.0
59141,0.0
21410,0.0
146910,1.0
96381,0.0
117923,0.0
30732,0.0
100798,0.0
105183,0.0
126271,0.0
87326,0.0
100467,0.0
27253,1.0
90329,1.0
92534,0.0
91096,0.0
143740,0.0
146689,0.0
130106,1.0
14893,0.0
126813,1.0
117006,0.0
45500,0.0
20555,1.0
55706,0.0
65300,1.0
143169,1.0
135589,0.0
111412,0.0
114207,1.0
71393,0.0
20265,0.0
39935,0.0
112483,0.0
16703,0.0
27468,0.0
115701,0.0
94203,0.0
95636,1.0
115998,0.0
88494,0.0
119884,0.0
130678,1.0
110541,0.0
115912,0.0
92201,0.0
110688,0.0
129272,0.0
6828,1.0
81109,0.0
130090,0.0
11412,0.0
119978,0.0
133850,0.0
61500,0.0
17446,0.0
35707,0.0
42596,0.0
26027,0.0
17092,0.0
128349,0.0
109520,0.0
68260,0.0
45684,0.0
106182,0.0
137623,0.0
123459,0.0
17550,1.0
71576,1.0
96215,0.0
103300,1.0
63722,0.0
96262,0.0
33806,0.0
92920,1.0
118142,0.0
108955,0.0
100733,1.0
82147,0.0
13328,0.0
109623,1.0
100738,1.0
142798,0.0
105859,1.0
74758,1.0
42994,0.0
96457,1.0
121250,0.0
63301,0.0
117105,0.0
141172,0.0
82682,1.0
135571,1.0
38663,1.0
132126,0.0
111328,0.0
5428,1.0
146849,0.0
111892,0.0
67618,0.0
8808,0.0
106393,0.0
37088,0.0
83933,0.0
114856,0.0
41485,1.0
62350,0.0
74185,0.0
62572,0.0
107686,0.0
145111,1.0
55972,0.0
143750,0.0
19646,0.0
105383,0.0
110723,1.0
140239,0.0
1332,1.0
134965,0.0
116500,1.0
40493,0.0
122871,1.0
76132,0.0
43631,0.0
111836,0.0
40316,1.0
92521,0.0
147280,0.0
7830,0.0
48854,0.0
143907,0.0
36284,0.0
31574,1.0
10921,0.0
108260,0.0
96786,0.0
52376,0.0
73713,0.0
106716,0.0
115827,0.0
126628,0.0
140080,0.0
96043,0.0
93552,0.0
66726,1.0
144157,1.0
44052,0.0
69929,1.0
40775,0.0
99671,0.0
75089,1.0
124445,0.0
135265,0.0
74005,0.0
84504,1.0
53028,0.0
116781,0.0
63408,0.0
45543,0.0
77678,0.0
142589,0.0
33457,1.0
114845,0.0
12301,0.0
130054,0.0
18766,0.0
127060,0.0
77191,1.0
135220,1.0
147617,0.0
104051,0.0
84895,0.0
26634,1.0
98795,0.0
4665,1.0
87397,0.0
138538,1.0
40553,0.0
123757,0.0
39285,0.0
24016,0.0
60833,0.0
110079,0.0
54860,1.0
36371,0.0
50238,0.0
59848,1.0
97949,1.0
65632,0.0
